0.1800000E+01 4.2174e-07
0.1800100E+01 4.24161e-07
0.1800200E+01 4.21137e-07
0.1800300E+01 4.17567e-07
0.1800400E+01 4.13972e-07
0.1800500E+01 4.10356e-07
0.1800600E+01 4.06731e-07
0.1800700E+01 4.03145e-07
0.1800800E+01 3.99643e-07
0.1800900E+01 3.96145e-07
0.1801000E+01 3.92632e-07
0.1801100E+01 3.89107e-07
0.1801200E+01 3.85549e-07
0.1801300E+01 3.81429e-07
0.1801400E+01 3.77166e-07
0.1801501E+01 3.729e-07
0.1801601E+01 3.68628e-07
0.1801701E+01 3.64349e-07
0.1801801E+01 3.60037e-07
0.1801901E+01 3.56933e-07
0.1802001E+01 3.56105e-07
0.1802101E+01 3.55281e-07
0.1802201E+01 3.54461e-07
0.1802301E+01 3.53645e-07
0.1802401E+01 3.52833e-07
0.1802501E+01 3.52012e-07
0.1802601E+01 3.5058e-07
0.1802701E+01 3.48409e-07
0.1802801E+01 3.46246e-07
0.1802901E+01 3.44125e-07
0.1803001E+01 3.42066e-07
0.1803101E+01 3.39996e-07
0.1803201E+01 3.37879e-07
0.1803301E+01 3.35763e-07
0.1803401E+01 3.33647e-07
0.1803501E+01 3.3154e-07
0.1803601E+01 3.29438e-07
0.1803701E+01 3.27348e-07
0.1803801E+01 3.25266e-07
0.1803901E+01 3.23194e-07
0.1804001E+01 3.2113e-07
0.1804101E+01 3.19075e-07
0.1804201E+01 3.17032e-07
0.1804301E+01 3.15e-07
0.1804401E+01 3.12922e-07
0.1804502E+01 3.10811e-07
0.1804602E+01 3.08894e-07
0.1804702E+01 3.07402e-07
0.1804802E+01 3.06539e-07
0.1804902E+01 3.05777e-07
0.1805002E+01 3.05025e-07
0.1805102E+01 3.04273e-07
0.1805202E+01 3.03521e-07
0.1805302E+01 3.0277e-07
0.1805402E+01 3.02031e-07
0.1805502E+01 3.01294e-07
0.1805602E+01 3.00552e-07
0.1805702E+01 2.99805e-07
0.1805802E+01 2.9906e-07
0.1805902E+01 2.98321e-07
0.1806002E+01 2.97584e-07
0.1806102E+01 2.96854e-07
0.1806202E+01 2.96126e-07
0.1806302E+01 2.95636e-07
0.1806402E+01 2.9622e-07
0.1806502E+01 2.96847e-07
0.1806602E+01 2.97452e-07
0.1806702E+01 2.98036e-07
0.1806802E+01 2.98608e-07
0.1806902E+01 2.99123e-07
0.1807002E+01 2.99656e-07
0.1807102E+01 3.00189e-07
0.1807202E+01 3.00717e-07
0.1807302E+01 3.01243e-07
0.1807402E+01 3.01764e-07
0.1807503E+01 3.02283e-07
0.1807603E+01 3.02807e-07
0.1807703E+01 3.03335e-07
0.1807803E+01 3.03858e-07
0.1807903E+01 3.04378e-07
0.1808003E+01 3.04896e-07
0.1808103E+01 3.0541e-07
0.1808203E+01 3.05921e-07
0.1808303E+01 3.0642e-07
0.1808403E+01 3.06669e-07
0.1808503E+01 3.06654e-07
0.1808603E+01 3.06638e-07
0.1808703E+01 3.06624e-07
0.1808803E+01 3.06615e-07
0.1808903E+01 3.06606e-07
0.1809003E+01 3.06593e-07
0.1809103E+01 3.0658e-07
0.1809203E+01 3.06549e-07
0.1809303E+01 3.06515e-07
0.1809403E+01 3.06481e-07
0.1809503E+01 3.06446e-07
0.1809603E+01 3.06403e-07
0.1809703E+01 3.06356e-07
0.1809803E+01 3.06309e-07
0.1809903E+01 3.06964e-07
0.1810003E+01 3.08267e-07
0.1810103E+01 3.09572e-07
0.1810203E+01 3.10874e-07
0.1810303E+01 3.1217e-07
0.1810403E+01 3.1356e-07
0.1810504E+01 3.1499e-07
0.1810604E+01 3.16239e-07
0.1810704E+01 3.17082e-07
